node,gpu_number,GPU,gpu_utilization,pod_name,pod_type,project,namespace,user_team,start,finish,pod_type_color,project_color
gpu-server04,4,gpu-server04:4,87.06974552957378,violet-run-pipeline-gpu-qgdht-488548089,task,PROJECT_5,ns-1690440796148727,,2023-11-08 21:15:00+09:00,2023-11-24 00:45:00+09:00,red,"(0.9261352897716534, 1.0, 0.0, 1.0)"
gpu-server04,4,gpu-server04:4,28.772522399250242,violet-run-pipeline-gpu-9tzlh-1719621050,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-24 13:45:00+09:00,2023-12-05 16:30:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,4,gpu-server04:4,0.0,violet-run-pipeline-gpu-29bzk-2417305075,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-12-06 09:30:00+09:00,2023-12-06 09:45:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,4,gpu-server04:4,92.53897285714282,violet-run-pipeline-gpu-9lw2b-2644898883,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-06 14:15:00+09:00,2023-12-20 10:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,4,gpu-server04:4,0.0,violet-run-pipeline-gpu-5nwn5-2647425578,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-12-21 15:30:00+09:00,2023-12-21 16:00:00+09:00,red,"(1.0, 0.0, 0.0, 1.0)"
gpu-server04,4,gpu-server04:4,0.0,violet-run-pipeline-gpu-qbd6p-1169999936,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-12-21 16:45:00+09:00,2023-12-21 17:00:00+09:00,red,"(1.0, 0.0, 0.0, 1.0)"
gpu-server04,4,gpu-server04:4,0.0,violet-run-pipeline-gpu-wvzm6-3847656535,task,PROJECT_1,ns-16904458533318198,,2023-12-21 17:30:00+09:00,2023-12-22 09:00:00+09:00,red,"(1.0, 0.0, 0.0, 1.0)"
gpu-server04,4,gpu-server04:4,0.0,violet-run-pipeline-gpu-h7wbt-279665657,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-02 08:15:00+09:00,2024-01-02 08:30:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,4,gpu-server04:4,95.81420206185562,violet-run-pipeline-gpu-qlz75-3115213630,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-01-04 03:45:00+09:00,2024-01-18 07:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server04,4,gpu-server04:4,0.0,violet-run-pipeline-gpu-7d2d7-1767297611,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 10:00:00+09:00,2024-01-18 10:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,4,gpu-server04:4,51.262820000000005,violet-run-pipeline-gpu-6n7b2-4205980754,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 14:00:00+09:00,2024-01-18 15:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,4,gpu-server04:4,79.19227363013711,violet-run-pipeline-gpu-whhhj-3195655828,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 15:45:00+09:00,2024-01-24 17:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,4,gpu-server04:4,98.74585862573088,violet-run-pipeline-gpu-l22zd-2489533715,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-01-24 18:00:00+09:00,2024-02-08 00:00:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server04,5,gpu-server04:5,76.03600651769088,violet-run-pipeline-gpu-dzqlw-1162961189,task,PROJECT_5,ns-1690440796148727,TEAM_2,2023-11-08 21:15:00+09:00,2023-11-14 11:30:00+09:00,red,"(0.9261352897716534, 1.0, 0.0, 1.0)"
gpu-server04,5,gpu-server04:5,29.639471999999998,violet-run-pipeline-gpu-sq4js-4215513372,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-14 14:45:00+09:00,2023-11-15 15:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,5,gpu-server04:5,88.84465900000004,violet-run-pipeline-gpu-6ql2z-47053424,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-17 13:30:00+09:00,2023-11-18 14:30:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,5,gpu-server04:5,83.98555225209537,violet-run-pipeline-gpu-lf7vc-27533901,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-19 15:15:00+09:00,2024-01-18 07:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server04,5,gpu-server04:5,0.0,violet-run-pipeline-gpu-7d2d7-1767297611,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 10:00:00+09:00,2024-01-18 10:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,5,gpu-server04:5,49.60174,violet-run-pipeline-gpu-6n7b2-4205980754,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 14:00:00+09:00,2024-01-18 15:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,5,gpu-server04:5,0.0,violet-run-pipeline-gpu-zwk5k-2679731521,task,PROJECT_17,ns-16904374776309414,,2024-01-18 17:00:00+09:00,2024-01-19 17:00:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,5,gpu-server04:5,87.7098330564784,violet-run-pipeline-gpu-wh6w8-2576682873,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-24 10:30:00+09:00,2024-01-30 17:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,5,gpu-server04:5,99.26824320113303,violet-run-pipeline-gpu-l22zd-2489533715,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-01-31 15:30:00+09:00,2024-02-08 00:00:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server04,6,gpu-server04:6,95.64897254374151,violet-run-pipeline-gpu-gjvg9-1789996226,task,PROJECT_7,ns-16904458681476984,TEAM_1,2023-11-08 21:15:00+09:00,2023-11-16 15:00:00+09:00,red,"(0.38920293465748, 1.0, 0.0, 1.0)"
gpu-server04,6,gpu-server04:6,66.93349346590911,violet-run-pipeline-gpu-lf7vc-27533901,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-19 15:15:00+09:00,2023-11-23 07:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server04,6,gpu-server04:6,80.25230062597802,violet-run-pipeline-gpu-lj484-3628558047,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-23 09:00:00+09:00,2023-11-30 00:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,92.5783,violet-run-pipeline-gpu-r5dvd-3857918682,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-30 08:15:00+09:00,2023-11-30 09:15:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,91.6874730769231,violet-run-pipeline-gpu-d85l2-3063364838,task,PROJECT_17,ns-16904374776309414,,2023-11-30 09:30:00+09:00,2023-11-30 16:00:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,0.8758631016042792,violet-run-pipeline-gpu-qj97l-3470366462,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-30 16:30:00+09:00,2023-12-02 15:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,21.805546666666665,violet-run-pipeline-gpu-kszt7-3240447802,task,PROJECT_17,ns-16904374776309414,,2023-12-04 13:30:00+09:00,2023-12-04 17:15:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,83.40266567164176,violet-run-pipeline-gpu-59qgh-2221250367,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-12-04 17:30:00+09:00,2023-12-05 10:15:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,0.0,violet-run-pipeline-gpu-29bzk-2417305075,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-12-06 09:30:00+09:00,2023-12-06 09:45:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,93.07492774436103,violet-run-pipeline-gpu-9lw2b-2644898883,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-06 14:15:00+09:00,2023-12-20 10:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,0.0,violet-run-pipeline-gpu-9hfv4-2070089656,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-12-21 15:00:00+09:00,2023-12-21 16:30:00+09:00,red,"(1.0, 0.0, 0.0, 1.0)"
gpu-server04,6,gpu-server04:6,0.0,violet-run-pipeline-gpu-qzc8m-3277043400,task,PROJECT_1,ns-16904458533318198,,2023-12-21 17:00:00+09:00,2023-12-21 17:30:00+09:00,red,"(1.0, 0.0, 0.0, 1.0)"
gpu-server04,6,gpu-server04:6,75.83308902439025,violet-run-pipeline-gpu-8f9bl-2129316468,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-22 14:00:00+09:00,2023-12-23 10:30:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,0.0,violet-run-pipeline-gpu-hbbgm-1746798765,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-02 00:45:00+09:00,2024-01-02 01:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,25.376511126826912,violet-run-pipeline-gpu-h7wbt-279665657,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-02 08:15:00+09:00,2024-01-24 10:30:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,7.447192,violet-run-pipeline-gpu-b8p28-3632890281,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-24 11:30:00+09:00,2024-01-24 17:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,6,gpu-server04:6,98.78338896198822,violet-run-pipeline-gpu-l22zd-2489533715,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-01-24 18:00:00+09:00,2024-02-08 00:00:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server04,7,gpu-server04:7,95.5017125168237,violet-run-pipeline-gpu-gjvg9-1789996226,task,PROJECT_7,ns-16904458681476984,TEAM_1,2023-11-08 21:15:00+09:00,2023-11-16 15:00:00+09:00,red,"(0.38920293465748, 1.0, 0.0, 1.0)"
gpu-server04,7,gpu-server04:7,84.21763055167575,violet-run-pipeline-gpu-lf7vc-27533901,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-19 15:15:00+09:00,2024-01-18 07:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server04,7,gpu-server04:7,0.0,violet-run-pipeline-gpu-7d2d7-1767297611,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 10:00:00+09:00,2024-01-18 10:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,7,gpu-server04:7,49.347620000000006,violet-run-pipeline-gpu-6n7b2-4205980754,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 14:00:00+09:00,2024-01-18 15:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,7,gpu-server04:7,77.07667585616443,violet-run-pipeline-gpu-whhhj-3195655828,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 15:45:00+09:00,2024-01-24 17:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server04,7,gpu-server04:7,98.23502280966764,violet-run-pipeline-gpu-l22zd-2489533715,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-01-24 18:00:00+09:00,2024-01-31 15:30:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server04,7,gpu-server04:7,0.0,violet-run-pipeline-gpu-5hzv5-3641023697,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-01-31 17:00:00+09:00,2024-02-01 10:45:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,7,gpu-server04:7,38.070803571428584,violet-run-pipeline-gpu-llwrg-1239579183,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-02 09:15:00+09:00,2024-02-02 16:15:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,7,gpu-server04:7,0.0,violet-run-pipeline-gpu-srgcr-114569520,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-03 15:00:00+09:00,2024-02-04 00:15:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server04,7,gpu-server04:7,19.256828,violet-run-pipeline-gpu-nhthq-1788714890,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-07 11:30:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server05,0,gpu-server05:0,98.71720899737034,violet-run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 21:15:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 1.0, 0.41619336974332216, 1.0)"
gpu-server05,1,gpu-server05:1,98.57477751228984,violet-run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 21:15:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 1.0, 0.41619336974332216, 1.0)"
gpu-server05,2,gpu-server05:2,98.67881802903818,violet-run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 21:15:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 1.0, 0.41619336974332216, 1.0)"
gpu-server05,3,gpu-server05:3,71.13306882359686,violet-run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 21:15:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 1.0, 0.41619336974332216, 1.0)"
gpu-server05,4,gpu-server05:4,98.67945902595193,violet-run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 21:15:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 1.0, 0.41619336974332216, 1.0)"
gpu-server05,5,gpu-server05:5,98.2803178232537,violet-run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 21:15:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 1.0, 0.41619336974332216, 1.0)"
gpu-server05,6,gpu-server05:6,98.66537187607209,violet-run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 21:15:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 1.0, 0.41619336974332216, 1.0)"
gpu-server05,7,gpu-server05:7,98.63537279067127,violet-run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 21:15:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 1.0, 0.41619336974332216, 1.0)"
gpu-server06,0,gpu-server06:0,93.54939923136071,violet-run-pipeline-gpu-8g5pb-2879794351,task,PROJECT_13,ns-16904409679649498,,2023-11-08 21:15:00+09:00,2023-11-22 10:30:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,95.14264997295828,violet-run-pipeline-gpu-5brzp-577411358,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 10:45:00+09:00,2023-12-11 17:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,91.45021216633855,violet-run-pipeline-gpu-pz2zc-2341084632,task,PROJECT_13,ns-16904409679649498,,2023-12-12 08:00:00+09:00,2024-01-18 09:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,45.24860000000001,violet-run-pipeline-gpu-fcvgd-3368581573,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 10:00:00+09:00,2024-01-18 17:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,41.8697370967742,violet-run-pipeline-gpu-k8f9l-2834723455,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-18 18:00:00+09:00,2024-01-19 09:30:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,0.0,violet-run-pipeline-gpu-7w7ts-3911879731,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-19 18:30:00+09:00,2024-01-19 19:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,65.65395714285715,violet-run-pipeline-gpu-p72xp-2413290666,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-19 22:45:00+09:00,2024-01-20 23:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,63.90026953567375,violet-run-pipeline-gpu-4lx5d-2457950530,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-22 08:15:00+09:00,2024-01-31 13:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,75.04838172043009,violet-run-pipeline-gpu-g8cgl-693057264,task,PROJECT_15,ns-1690441020642881,TEAM_2,2024-01-31 13:15:00+09:00,2024-02-01 12:30:00+09:00,red,"(0.0, 0.24147942045669324, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,88.72040000000001,violet-run-pipeline-gpu-ff7zr-3386994242,task,PROJECT_17,ns-16904374776309414,,2024-02-01 14:15:00+09:00,2024-02-01 15:45:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,94.21004,violet-run-pipeline-gpu-qh2nl-2614040420,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-01 17:30:00+09:00,2024-02-01 18:45:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,100.0,violet-run-pipeline-gpu-pzlxx-4126595415,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-01 20:30:00+09:00,2024-02-01 20:45:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,57.591266666666684,violet-run-pipeline-gpu-fg96r-1405871495,task,PROJECT_15,ns-1690441020642881,TEAM_2,2024-02-02 08:45:00+09:00,2024-02-02 15:30:00+09:00,red,"(0.0, 0.24147942045669324, 1.0, 1.0)"
gpu-server06,0,gpu-server06:0,0.19531250000000003,violet-run-pipeline-gpu-qg98v-1803363110,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-02 16:00:00+09:00,2024-02-08 00:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,1,gpu-server06:1,94.15531391237506,violet-run-pipeline-gpu-8g5pb-2879794351,task,PROJECT_13,ns-16904409679649498,,2023-11-08 21:15:00+09:00,2023-11-22 10:30:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,1,gpu-server06:1,0.0,violet-run-pipeline-gpu-5brzp-577411358,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 10:45:00+09:00,2023-11-22 11:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,1,gpu-server06:1,73.6617802197802,violet-run-pipeline-gpu-mbfp8-2125459996,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-22 18:00:00+09:00,2023-11-25 14:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,1,gpu-server06:1,79.60704338085536,violet-run-pipeline-gpu-5fx6d-1307008704,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-25 14:30:00+09:00,2023-11-30 17:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,1,gpu-server06:1,81.21938428571458,violet-run-pipeline-gpu-2bswz-48392133,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-30 17:30:00+09:00,2023-12-17 12:00:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,1,gpu-server06:1,82.55574713467045,violet-run-pipeline-gpu-9c4zx-2993344091,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-12-17 12:15:00+09:00,2024-01-15 14:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,1,gpu-server06:1,98.34445223880604,violet-run-pipeline-gpu-5bpbm-3559724633,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-01-16 15:30:00+09:00,2024-01-19 10:30:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server06,1,gpu-server06:1,0.0,violet-run-pipeline-gpu-7w7ts-3911879731,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-19 18:30:00+09:00,2024-01-19 19:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,1,gpu-server06:1,67.10061632653064,violet-run-pipeline-gpu-p72xp-2413290666,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-19 22:45:00+09:00,2024-01-20 23:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,1,gpu-server06:1,66.85976364665912,violet-run-pipeline-gpu-4lx5d-2457950530,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-22 08:15:00+09:00,2024-01-31 13:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,1,gpu-server06:1,0.0,violet-run-pipeline-gpu-g8cgl-693057264,task,PROJECT_15,ns-1690441020642881,TEAM_2,2024-01-31 13:15:00+09:00,2024-01-31 15:45:00+09:00,red,"(0.0, 0.24147942045669324, 1.0, 1.0)"
gpu-server06,1,gpu-server06:1,92.6169235546038,violet-run-pipeline-gpu-rr99f-3748743721,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-31 16:45:00+09:00,2024-02-05 13:30:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,2,gpu-server06:2,94.13820444785277,violet-run-pipeline-gpu-8g5pb-2879794351,task,PROJECT_13,ns-16904409679649498,,2023-11-08 21:15:00+09:00,2023-11-22 11:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,2,gpu-server06:2,72.12037400722024,violet-run-pipeline-gpu-htrtb-3514714329,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 17:00:00+09:00,2023-11-25 14:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,2,gpu-server06:2,82.30537392959089,violet-run-pipeline-gpu-5fx6d-1307008704,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-25 14:30:00+09:00,2023-12-17 12:00:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,2,gpu-server06:2,83.7092704512893,violet-run-pipeline-gpu-9c4zx-2993344091,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-12-17 12:15:00+09:00,2024-01-15 14:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,2,gpu-server06:2,98.28015037313435,violet-run-pipeline-gpu-5bpbm-3559724633,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-01-16 15:30:00+09:00,2024-01-19 10:30:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server06,2,gpu-server06:2,0.0,violet-run-pipeline-gpu-7w7ts-3911879731,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-19 18:30:00+09:00,2024-01-19 19:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,2,gpu-server06:2,65.34751836734696,violet-run-pipeline-gpu-p72xp-2413290666,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-19 22:45:00+09:00,2024-01-20 23:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,2,gpu-server06:2,67.24460849377124,violet-run-pipeline-gpu-4lx5d-2457950530,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-22 08:15:00+09:00,2024-01-31 13:00:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,2,gpu-server06:2,0.0,violet-run-pipeline-gpu-tbk4s-1879259355,task,PROJECT_15,ns-1690441020642881,TEAM_2,2024-01-31 13:45:00+09:00,2024-01-31 15:30:00+09:00,red,"(0.0, 0.24147942045669324, 1.0, 1.0)"
gpu-server06,2,gpu-server06:2,93.59056873661652,violet-run-pipeline-gpu-rr99f-3748743721,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-31 16:45:00+09:00,2024-02-05 13:30:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,3,gpu-server06:3,93.87823765337424,violet-run-pipeline-gpu-8g5pb-2879794351,task,PROJECT_13,ns-16904409679649498,,2023-11-08 21:15:00+09:00,2023-11-22 11:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
gpu-server06,3,gpu-server06:3,74.1799421245421,violet-run-pipeline-gpu-mbfp8-2125459996,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-22 18:00:00+09:00,2023-11-25 14:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,3,gpu-server06:3,80.2419272912423,violet-run-pipeline-gpu-5fx6d-1307008704,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-25 14:30:00+09:00,2023-11-30 17:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,3,gpu-server06:3,82.80916236024831,violet-run-pipeline-gpu-2bswz-48392133,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-30 17:30:00+09:00,2023-12-17 12:00:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,3,gpu-server06:3,83.6510317693408,violet-run-pipeline-gpu-9c4zx-2993344091,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-12-17 12:15:00+09:00,2024-01-15 14:15:00+09:00,red,"(1.0, 0.2684661775570866, 0.0, 1.0)"
gpu-server06,3,gpu-server06:3,98.23950335820906,violet-run-pipeline-gpu-5bpbm-3559724633,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-01-16 15:30:00+09:00,2024-01-19 10:30:00+09:00,red,"(0.29545293465748007, 0.0, 1.0, 1.0)"
gpu-server06,3,gpu-server06:3,60.40537333333332,violet-run-pipeline-gpu-7w7ts-3911879731,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-01-19 18:30:00+09:00,2024-01-19 22:15:00+09:00,red,"(0.0, 0.7784117755708665, 1.0, 1.0)"
