norm,expon,lognorm,gamma,beta,chi2,poisson,uniform,weibull_min
58.7847,62.0634,76.0747,74.6695,59.0125,38.1027,46,49.4132,44.9149
35.0477,37.0015,24.9585,46.5045,79.8145,20.3627,53,94.3107,40.6921
89.2426,56.6316,61.051,23.5987,74.0576,22.3587,48,23.5493,49.4647
95.6045,75.4415,51.9915,82.399,52.2411,21.7688,53,98.7909,80.5048
98.1137,74.012,69.1003,99.609,56.4266,21.3848,52,42.5114,32.1871
57.5084,24.0931,46.8404,82.8497,38.9635,23.0191,50,48.0456,60.5062
71.8142,22.7809,40.1759,32.4544,11.596,21.1329,46,41.9444,27.0395
62.6401,27.7166,22.432,58.3099,32.0777,28.7168,50,88.6167,64.7375
90.8677,91.3881,38.0605,56.0524,41.0757,22.0401,61,58.0011,40.7904
62.2925,22.9894,65.3863,20.9715,22.3182,29.3252,48,78.7197,29.391
88.0998,52.9131,20.8046,66.1696,63.413,30.5509,52,95.0914,41.3941
44.5579,80.7486,39.0543,31.2249,42.0712,21.9643,52,73.5479,71.0357
55.3142,39.6865,52.7731,51.3397,58.4979,21.0839,57,60.3574,44.0289
30.5585,59.4842,25.175,76.3234,32.1224,27.7297,64,28.2432,35.0311
33.7067,52.7341,41.4622,68.1918,35.8794,26.8646,49,54.9995,47.8486
39.6924,42.4048,99.6159,85.6815,34.0643,21.8539,50,30.6565,88.1755
71.4519,20.3429,71.5994,29.2235,31.2844,23.7148,47,45.1542,39.3616
63.7093,74.8093,67.6183,25.5729,78.6511,20.4831,68,54.1193,44.0431
36.2038,52.825,54.6332,25.0803,31.8775,22.2673,49,61.9717,68.7561
50.3883,26.3752,48.0841,25.5825,71.067,20.5525,35,72.0543,37.8977
44.2972,85.1652,53.2132,30.343,29.1681,25.9377,52,86.6309,62.3404
69.2556,92.514,40.3681,20.0115,90.8764,27.9532,52,74.4888,57.0161
33.3328,49.9347,62.9399,36.6229,25.0572,20.8147,55,88.8239,26.4718
56.033,46.1738,32.1273,75.2499,83.0337,25.3087,51,53.4196,91.6866
48.8168,40.0874,40.0777,62.679,44.3022,21.8714,41,90.3309,54.6862
71.208,44.636,35.5332,69.1018,36.2402,45.9439,52,67.1283,38.3456
57.327,29.1328,28.6842,24.2804,56.4913,52.4221,49,76.9069,40.8797
33.0548,30.2497,50.1614,21.5905,33.771,28.7049,60,40.3395,23.7369
20.6754,20.1523,29.802,70.0523,23.7145,26.123,58,53.6027,68.9266
29.3076,73.0512,32.704,67.8656,52.6472,21.3321,46,63.3449,58.6268
58.2732,60.731,44.4391,41.6429,87.2184,22.7386,48,65.5899,23.4979
35.7127,57.1761,48.2622,71.4689,63.2564,33.4217,52,63.0355,45.1205
92.128,29.1804,60.2949,49.513,40.7379,26.0607,36,63.9602,31.5422
26.8254,51.9775,41.5171,24.3815,45.8548,20.0732,42,20.6339,59.8654
21.8172,79.0836,54.2034,62.7419,44.0745,22.4846,55,33.7198,39.8568
46.0941,73.2846,23.8287,64.5979,42.2224,21.8388,49,91.004,63.6043
52.8936,41.0041,39.2803,28.0024,36.7135,27.1638,58,40.4669,64.6471
96.4576,30.9576,69.6691,34.2613,25.5888,25.9033,44,39.551,20.5223
26.7643,26.6915,45.8192,89.03,63.3037,22.2106,43,31.3528,60.4888
80.3614,69.6944,20.0982,57.2941,22.9705,20.2757,54,89.3872,51.9318
70.4956,55.4662,43.0323,28.7489,56.4023,25.3378,54,36.0061,76.4507
64.3338,32.7036,60.221,64.8813,57.2303,25.483,46,78.249,45.1553
52.4085,84.3399,49.7874,49.9262,66.4461,27.2334,55,84.559,29.9473
65.6531,27.4959,77.3321,25.2593,66.9073,25.9709,46,93.1663,41.7776
50.986,63.5976,88.1854,35.379,30.6535,28.1684,58,52.8483,52.7356
58.6339,23.7336,60.7554,37.5302,43.4234,34.8211,52,63.2958,47.3896
38.2757,37.9862,91.3741,33.795,61.7408,21.9868,58,81.4028,28.8717
53.9797,58.5441,42.1536,51.8822,75.8794,34.5566,55,89.5891,84.1641
29.7655,30.2703,69.1541,64.6508,32.0919,22.1819,47,62.4549,29.4648
41.02,23.8054,53.0232,85.4061,67.0878,34.7438,50,45.0503,63.0922
53.6182,21.9001,78.1103,47.9857,37.2795,20.3834,55,99.4127,35.575
40.7552,24.407,71.1866,68.6855,75.4295,20.4013,48,24.0849,69.6373
74.0093,59.329,43.0853,54.8717,40.3813,28.3876,48,76.8139,39.0376
27.0689,43.414,38.6284,66.0043,50.9152,22.7494,55,65.4645,41.1748
24.0498,71.4414,27.675,92.8677,12.8265,27.4726,50,68.0837,34.1059
94.0605,27.961,58.9059,55.5535,55.2268,26.8411,46,66.3131,62.2201
62.5156,23.6518,38.6059,28.8325,46.3078,23.904,46,94.1471,32.4163
81.233,22.932,29.1577,49.157,72.6672,31.8175,47,35.8437,39.8699
24.6731,73.2,99.461,54.6568,47.2108,20.4342,60,62.6101,41.0297
76.0947,83.6257,37.642,28.8472,66.5465,21.8365,47,95.2203,38.5106
49.9247,41.1641,28.051,54.3606,72.3715,31.5029,50,54.9292,40.5847
22.96,25.479,32.5566,67.4174,38.4015,26.4348,56,79.3576,36.8511
48.56,66.8597,64.7584,44.0971,79.113,20.4184,53,76.7939,67.8701
45.8858,48.6373,20.3618,27.5571,61.3225,25.8857,43,21.5382,66.2849
39.7296,50.3845,25.1827,22.2013,83.4351,20.2071,51,89.3992,20.4353
78.6261,68.7733,91.2982,28.9532,23.9309,24.4774,59,83.0033,37.074
69.8231,55.2312,30.1059,79.7244,43.8034,23.395,44,73.4588,38.5413
24.1566,27.3353,75.1284,82.8514,20.4753,24.9158,50,47.1246,63.9529
52.8478,54.3962,28.3125,22.6133,60.9377,24.2337,42,67.0297,54.2515
91.143,26.8253,52.9591,49.9782,57.0644,30.1608,43,92.3364,57.9525
72.1591,60.4009,30.4557,48.9971,69.0661,23.9473,55,54.0165,37.468
26.8715,65.8911,32.3376,37.4356,27.6135,23.6251,49,82.5809,31.2402
84.822,31.5907,73.8931,41.4193,39.2717,20.7395,46,41.1696,73.9708
93.1605,26.6596,47.2789,34.0704,67.7957,23.3117,56,46.2949,71.1338
49.0289,23.5353,82.4051,48.9366,40.6892,28.2042,31,54.8091,27.2227
35.0276,61.4995,77.9513,49.9841,37.7026,29.9798,50,39.8133,95.9849
81.3119,60.4446,65.8481,41.4396,74.061,23.6442,48,63.832,61.8864
77.104,77.5979,56.2054,35.1901,58.5404,21.6871,49,67.3859,45.7688
60.8113,91.5805,31.7016,36.9265,37.5513,20.9922,44,37.008,56.8416
51.0274,42.4889,80.6021,45.4763,9.45262,34.0729,45,31.8013,35.2459
52.6186,23.7005,24.1058,46.1904,56.6138,28.6814,59,41.1456,51.3224
40.4375,32.1865,48.1378,59.1899,88.8992,43.9256,48,68.6889,20.9247
30.2702,56.6411,34.7502,64.8127,47.4177,24.8968,52,36.1864,32.7801
21.0636,49.4712,60.9297,42.8902,26.2869,30.3897,47,99.1701,83.9164
84.942,73.6502,52.3384,26.8346,34.1909,28.1469,43,60.09,23.0849
70.1421,21.389,38.218,52.7288,38.4984,24.1253,44,37.7337,58.3893
26.3301,64.8837,30.7415,94.1881,57.1712,25.5142,62,68.3062,75.8407
47.9865,65.7941,95.1942,47.677,56.2471,28.3945,58,50.615,65.2118
38.7851,38.3757,34.7223,31.4391,65.2368,21.1834,69,41.2365,41.3354
72.553,44.8898,40.9234,48.9089,47.5985,22.771,47,28.0482,49.565
55.1891,92.7962,92.9023,29.9081,25.6525,32.3404,48,69.2289,51.7397
51.2442,38.5634,61.8903,55.8076,29.6682,20.3034,49,82.9217,44.3544
56.0115,53.0672,23.4425,41.3465,13.3063,24.8333,49,32.5945,62.8113
55.0712,52.937,78.5262,46.3164,85.7965,24.6396,49,79.1919,39.9991
61.6094,31.8088,67.6327,28.7205,38.9732,27.4522,44,65.7903,32.8916
53.7319,29.3999,28.4246,90.1373,34.3775,20.4373,52,36.8091,93.7693
35.4932,48.8997,24.5056,50.4955,66.8507,27.6936,50,26.1798,22.3411
44.7215,72.3218,70.0554,38.071,60.4849,22.0166,39,23.08,55.4122
73.8207,45.7172,92.6,77.2753,58.5036,27.0194,46,59.3665,67.4923
76.7767,20.4371,49.8686,25.9804,77.0455,21.1504,43,41.6489,72.7364
53.8554,64.2305,20.5399,66.1264,60.7469,23.1391,57,41.866,20.904
86.0966,26.2548,64.7965,72.6524,55.9955,20.2532,56,63.985,41.6439
58.8101,69.1577,61.6097,65.4848,60.781,24.4564,41,24.9977,41.1591
70.527,26.3518,62.4507,88.3399,29.7311,20.152,33,65.9464,35.3973
40.081,41.8779,25.2105,29.5254,69.9989,24.0306,48,81.7901,90.639
47.7874,29.833,84.1943,29.988,25.7639,24.6008,57,42.6957,58.8505
84.0921,22.2837,37.4731,30.5415,24.7913,23.1299,49,61.9166,29.9796
70.2477,70.3847,33.0147,39.5881,81.4881,26.2846,58,46.1826,67.7438
72.8895,90.9082,59.5053,47.2771,17.486,28.0559,51,61.2585,59.8306
90.6976,45.005,44.3197,43.2111,38.8424,20.1419,45,73.3355,74.936
70.9921,85.8094,64.3746,35.0159,17.3817,26.0119,57,74.9504,58.5375
65.0214,29.1402,67.5311,66.8774,80.7603,21.7888,66,60.8428,30.3019
32.5855,63.0981,31.2766,39.9278,46.8679,24.283,50,88.0454,33.9069
33.8785,30.0874,21.9984,30.1359,47.1258,28.5723,42,31.6806,73.1064
75.6463,82.7808,29.6885,65.5484,33.2734,40.141,53,75.2057,70.883
60.4975,34.986,49.8191,72.86,41.5511,26.97,51,43.5759,34.9563
59.6911,39.2723,53.2221,50.7454,52.1225,22.3093,48,62.7832,54.6611
50.3711,86.0832,42.3374,98.0373,77.3958,20.1184,45,93.2509,20.4383
85.4438,96.0656,48.0899,67.4303,10.1263,22.2037,53,77.4669,50.4661
38.1295,37.1591,31.1546,49.8293,70.9494,30.7967,46,51.9659,54.9448
89.8689,28.3282,70.572,37.2709,92.4727,21.9344,50,59.8728,60.2589
41.3217,37.9673,27.8364,66.4339,29.0002,27.6411,58,82.4252,60.4044
69.5115,31.0562,23.3932,95.3862,51.9377,30.4158,48,24.0939,43.6262
80.2363,22.5754,40.03,33.9144,41.994,28.8757,48,40.207,69.8693
86.5218,38.6303,37.5397,27.3476,93.5588,37.0176,47,75.326,37.1143
91.8558,45.5409,74.6594,58.0258,42.3824,36.8943,47,38.8035,39.8376
24.6069,21.083,35.681,46.8212,59.6182,34.2896,44,26.8333,75.9326
55.3579,64.2368,44.8784,29.826,30.3233,27.767,44,79.2214,28.6987
47.1035,43.1464,24.8222,77.0015,42.9491,25.0196,45,70.8454,26.9876
20.2895,46.9135,66.6483,26.485,18.2326,25.7938,51,53.3019,53.0276
36.7679,34.0364,94.1744,38.3852,39.7115,21.547,47,78.2715,60.5329
88.0449,20.0196,52.5777,30.0667,19.9713,25.4134,67,35.5355,62.2868
20.3966,39.3159,73.3164,66.725,20.9311,22.8903,51,56.4084,23.4069
63.2049,60.1704,56.9285,61.7535,62.8478,23.2753,46,35.4851,23.2776
47.3356,23.477,82.6383,74.6692,58.8529,21.4913,57,71.2187,55.4249
63.7392,38.1198,54.8553,46.7968,20.8186,28.8142,57,45.4508,29.9196
24.5572,87.7088,23.7465,72.4463,28.1048,21.5128,53,81.6293,36.0568
31.6124,71.529,61.5214,82.5036,37.8532,21.7902,47,42.1379,20.7372
54.9252,71.905,40.6681,31.9419,30.3191,21.1774,56,66.1783,37.3307
28.7591,23.1909,34.4242,30.8116,84.7281,24.0254,52,79.7152,60.036
50.4165,35.0683,45.1714,43.8248,65.1461,22.4514,40,55.5898,52.3528
98.8118,29.6979,20.6282,21.4316,57.1081,23.3901,59,55.1339,56.9212
97.1813,56.4196,20.3313,20.3281,56.0386,27.0527,52,79.5418,50.0945
95.1601,91.6944,53.5535,58.5579,70.2271,28.7557,63,36.8521,57.3739
48.3019,78.3328,20.357,46.569,53.4728,30.1211,48,42.4073,81.3832
54.6391,21.084,77.8678,52.1775,48.7236,26.1263,37,47.8586,48.8759
35.5665,54.6549,38.6743,79.3087,63.8011,21.2904,48,60.7827,56.6595
48.2948,24.1426,94.6932,66.3605,47.7418,27.1269,46,88.0586,27.3229
94.1087,65.3963,35.072,23.4121,34.5211,24.1214,47,21.7279,62.1042
36.5977,42.6126,28.5396,37.6815,23.1464,37.9697,34,48.8613,68.2867
26.3191,24.5556,27.0911,61.3752,56.3587,22.2517,43,89.0322,38.7816
66.3933,52.5671,42.3206,34.2077,53.6256,21.7648,42,59.8059,20.4553
90.4161,51.7561,20.3746,54.7745,45.5153,28.2616,50,65.1058,56.9601
83.1155,87.7958,46.22,29.1612,85.3168,20.8642,44,66.2496,51.874
77.3218,58.0616,97.4915,22.9054,41.623,22.6509,40,31.8992,59.827
81.9249,78.0403,40.2143,51.8331,46.5294,32.5712,40,37.2879,43.0721
53.6058,46.3939,44.2064,29.8984,43.2006,24.4637,51,87.4784,35.6982
47.4574,24.1557,36.1724,23.5015,19.266,21.8298,51,23.4227,54.5519
54.9633,51.939,89.0866,61.2327,36.5652,29.6081,59,65.2657,30.0217
83.3952,28.4532,35.3823,87.572,81.5719,34.1921,47,41.9411,35.9707
37.6815,77.5198,60.039,62.2309,55.1498,25.4378,46,31.9019,84.0617
36.1679,20.245,96.6279,33.0038,30.0659,30.8827,50,72.4244,22.8086
44.1762,94.8605,53.6305,25.2404,59.5922,20.4067,45,97.1649,31.2305
62.354,27.0607,37.6804,75.2836,44.4459,26.9941,43,39.3742,53.2583
37.6897,94.3358,94.7599,69.9532,66.7039,24.653,64,63.4319,58.1423
33.7652,83.1986,81.4322,72.7831,50.714,20.3074,41,26.3164,48.1344
91.2194,20.1916,35.9184,37.1876,55.5566,23.9213,59,57.2116,69.5993
43.7246,53.7798,75.6722,25.7606,56.2084,20.6521,55,95.5113,42.6069
58.3385,31.9343,25.2009,40.841,35.1374,20.132,51,86.0918,29.9718
22.3456,77.0086,27.8908,29.3719,84.263,22.2065,47,97.6243,22.8134
28.0728,62.1628,31.546,27.9218,50.2202,38.6031,44,95.1427,36.0221
36.9306,21.3402,23.4636,40.798,42.2714,29.0283,58,74.2425,35.0724
67.1889,70.426,53.837,93.2523,51.0647,21.5395,45,98.2375,41.3874
46.0007,29.7122,77.7015,66.5922,12.932,24.6078,45,91.8609,45.36
84.3149,65.4423,78.5291,81.0011,45.9417,30.448,50,45.5406,37.2852
68.2884,59.5937,78.4507,47.0844,46.6743,26.3689,48,65.6737,21.1397
66.9135,20.6679,84.6459,20.1016,20.9543,28.0296,51,27.3353,24.734
32.1321,63.0193,44.6535,24.0258,75.7873,21.5711,37,97.4631,34.5522
45.9018,20.1462,91.7522,94.272,19.4377,25.6071,49,62.311,39.2359
76.4985,25.8258,39.2607,30.766,21.7983,34.5047,53,73.205,59.0922
78.5895,32.0455,21.8681,41.6698,55.1353,26.0405,51,53.727,79.6823
90.3251,54.0594,84.3092,31.7243,33.7384,24.8156,39,42.5412,27.367
43.6868,56.508,61.3477,40.1642,56.9105,20.2039,63,80.7416,64.0848
47.988,82.0793,23.4426,68.5593,45.0026,25.0482,53,70.8538,74.9431
58.7131,62.494,39.2207,56.8196,19.1793,27.8176,51,37.3229,20.1566
32.604,76.2547,20.328,25.0946,56.7862,21.6516,52,91.9617,82.7254
54.7482,32.0861,69.4718,65.658,26.096,21.4306,44,82.6014,60.3123
20.9675,52.319,45.2808,47.1577,71.4364,20.2285,54,42.6943,48.2173
27.376,30.6456,33.8244,83.8126,93.5837,21.104,48,96.1357,56.5331
93.9147,26.6566,62.0004,21.2546,49.1373,29.0539,36,50.1913,20.9986
85.679,20.3058,89.4025,56.1187,54.1608,26.6309,47,91.8927,53.395
71.5569,32.3609,88.8987,55.2214,50.2729,24.2369,66,24.7478,38.2158
71.8608,23.5573,26.2793,30.8339,12.8963,30.6367,43,91.1467,60.9902
78.3444,56.2328,97.0014,33.8056,64.2548,21.1856,54,69.1567,51.4252
67.4538,37.6699,97.9437,79.7881,28.7884,31.8825,41,92.3007,37.6114
65.2903,38.1626,25.6376,41.4019,79.3349,30.0563,38,56.5047,23.0965
40.1336,71.0264,36.2793,75.7343,68.097,22.8432,50,35.2762,22.748
27.1403,41.6306,50.9071,52.1007,17.1098,21.3958,52,93.1,39.9646
57.7483,37.7293,43.3138,74.6373,30.7147,20.3708,56,55.5022,40.4773
83.398,20.9717,51.5685,70.5067,79.7304,34.9229,45,69.3537,53.4105
71.0759,81.2222,24.9757,55.5458,40.4537,23.7569,50,47.3611,39.6283
82.1014,74.164,52.727,25.9063,71.5294,21.6859,48,39.427,21.0764
58.822,77.0732,33.5468,28.0341,22.5605,23.8229,51,85,42.4997
22.7717,34.7942,74.6585,21.6129,74.2219,22.9158,54,87.2547,37.9542
52.9148,54.0909,29.5345,35.8178,13.947,20.1407,53,85.3285,69.3191
53.9719,27.9572,62.0318,32.0253,33.9969,20.035,50,53.8129,45.1852
63.1036,24.8458,23.3217,37.5472,79.6985,20.0813,49,74.3607,21.2537
79.7737,75.959,53.1455,72.1325,79.0004,23.9894,47,84.811,40.5403
78.4651,42.8961,28.8408,89.9943,30.1504,21.7224,41,92.4944,66.0642
72.0343,21.3409,24.2317,45.9367,37.5617,23.7953,52,72.2725,36.5614
98.0632,73.1336,95.8945,32.926,54.21,20.9015,51,24.8611,25.4737
89.8001,61.9622,23.4591,32.3973,64.212,34.6423,57,28.166,59.2005
27.4954,46.4395,24.4236,70.5071,52.6229,22.6965,42,32.8162,27.2113
42.4548,40.7634,69.6934,30.4915,58.6313,22.0712,55,56.4377,40.672
50.5686,42.4197,51.0293,31.2603,26.2048,35.05,54,77.7528,26.4593
28.9048,75.396,60.6789,73.6979,29.4281,34.2059,50,84.7592,52.9525
79.7275,56.3765,69.9857,76.7299,57.1174,20.7176,52,70.6377,81.0414
21.451,27.1445,47.1722,42.1244,63.1239,25.0965,39,86.7226,33.174
43.1039,39.0959,82.9007,32.7569,26.0117,27.4969,57,80.1625,84.6828
64.798,35.6549,51.613,39.499,13.1432,22.3554,42,78.9316,46.7831
25.1424,32.5843,76.2754,34.1828,64.2576,24.946,60,81.0699,45.9348
28.0396,34.6055,39.3219,39.4457,37.8652,28.4473,61,80.3081,44.1903
24.8612,80.5826,31.427,30.9641,7.20825,32.7924,40,65.0578,68.9806
43.1607,30.2875,29.977,22.8342,9.76573,21.6137,49,22.516,40.1479
64.9259,72.5159,47.1466,34.0814,45.6572,21.7603,42,77.7433,84.4325
62.3832,21.9579,43.9138,89.0488,39.049,21.3429,53,26.3108,50.454
69.1412,62.0719,87.4194,52.4128,57.4471,28.0519,45,57.5602,61.2747
37.7305,30.2802,68.598,43.3527,83.0363,26.7257,44,22.0179,43.2393
37.396,21.7894,38.7683,62.5711,20.4787,41.2528,50,65.3083,53.2868
48.0128,43.9999,47.7893,62.8753,40.3109,20.2447,45,62.3313,50.441
88.9135,33.1426,33.5786,52.8798,98.0586,26.501,50,94.4163,59.6302
55.6432,38.8803,40.6095,75.1045,73.9709,29.028,57,54.0189,69.1271
86.3172,80.0069,21.0781,80.5594,27.4684,25.8517,61,76.2573,48.1136
98.4018,80.3181,89.012,57.5426,67.3564,22.9587,55,80.712,94.5432
82.8982,25.9524,28.3423,31.5995,45.5274,20.8444,48,96.1381,76.2153
68.3385,49.3662,32.2472,48.2853,20.0036,21.0729,51,37.829,31.2263
91.9753,76.2806,51.7717,79.2725,81.3673,25.1236,65,99.1793,49.7991
81.0327,26.8623,30.1734,54.591,70.1195,20.8739,68,63.4767,30.6487
58.2921,21.4858,80.1466,38.4599,56.6002,22.8296,55,29.773,31.7363
90.6747,22.866,24.5236,67.4,59.2056,28.6925,62,89.6795,51.2489
75.1628,42.0208,42.6524,70.7931,31.7651,21.4184,48,48.669,28.0333
80.327,34.0564,44.97,56.2913,53.8761,27.9299,60,41.1094,56.0119
55.5959,47.8647,32.9858,31.3503,40.8158,24.9041,43,64.0719,26.8245
54.1445,65.5422,53.419,43.048,92.3158,23.0759,60,82.3963,42.9884
25.6999,46.5267,77.312,35.5818,76.823,31.2057,44,99.7427,35.9951
42.8574,32.9031,44.3938,92.8307,76.057,38.6622,38,36.6857,46.4375
34.5863,93.3956,21.2447,44.7074,84.0816,29.0866,44,99.9892,32.6497
89.5583,41.0262,78.6164,52.4965,78.7747,32.755,51,47.0279,83.6631
42.0865,38.9461,52.1665,33.8554,42.4516,24.4394,57,78.9518,46.0912
73.51,27.6891,33.5314,29.1076,26.399,23.3098,45,35.7967,31.3164
41.916,41.9616,21.6703,77.3284,16.4863,61.7141,47,59.8482,42.0987
50.4877,68.9498,24.0211,30.1426,67.6114,23.4398,40,78.9363,30.8399
25.78,80.6192,79.5813,68.9211,25.4723,26.3346,67,21.0887,28.9414
85.9924,63.9895,76.5286,86.4108,34.2783,20.7007,52,36.6657,93.4685
54.7777,57.1177,88.9891,62.682,9.49892,20.5229,56,76.9551,44.6018
98.0639,57.4324,77.2286,36.8102,31.3695,25.8799,65,73.9961,50.2139
23.8361,38.4536,26.9857,47.5641,77.4406,23.889,54,70.9114,55.0393
81.7104,25.4787,40.6221,84.5639,64.2093,21.0126,43,23.6279,65.9349
38.4908,73.2398,40.9999,21.1118,45.0453,25.6306,37,54.9567,26.8913
84.9022,36.127,77.9799,53.3517,79.7198,20.0489,45,52.9266,22.6196
76.6927,27.3782,23.1594,27.6676,78.4874,24.2834,57,74.0649,63.5008
64.507,41.3899,27.6603,23.7681,54.3801,22.747,38,34.2624,25.7332
50.0269,28.9384,27.8675,28.0019,32.4269,34.7036,45,38.0332,73.1706
24.6305,53.1211,38.8662,77.0763,64.8758,29.9124,63,95.7165,31.5943
67.9195,48.5227,79.9896,35.6817,68.0668,20.6472,53,60.6749,41.0221
20.5562,44.4125,48.6397,20.7763,36.604,22.5902,36,62.4875,48.6593
32.6815,44.3463,85.7879,44.074,83.4881,31.2186,49,44.2871,47.515
47.1641,61.9824,67.1108,57.2047,69.7638,34.9953,54,82.1462,39.0049
39.671,20.9732,50.2428,22.2713,70.9424,21.4945,55,25.7281,59.5819
91.8851,61.7052,62.0363,22.8112,27.0764,24.0749,47,75.3515,45.4928
30.4452,74.8936,45.6561,90.8216,42.1975,34.5926,54,37.9134,28.7349
75.9573,68.8159,83.7917,26.2121,30.9651,22.2356,58,95.893,71.8307
28.8935,59.2238,38.577,45.7886,50.0962,22.8117,58,57.2703,33.3849
62.2052,96.3252,33.38,50.719,49.3584,26.3598,39,79.7517,40.3657
52.3009,35.3886,36.9946,32.6137,28.0642,32.9519,60,23.8986,32.9101
85.4506,59.2736,63.4324,80.7057,36.7498,24.2145,63,49.3637,61.9176
73.4425,26.0354,47.2364,33.0658,45.1486,24.7865,35,25.9645,24.9634
45.7433,95.1297,39.4961,40.6438,34.8758,21.2532,41,93.8315,22.6698
77.9348,29.9409,85.9072,31.0316,58.0502,25.1882,44,87.3413,20.496
27.1082,66.9326,43.4042,69.8,36.9717,21.0412,56,90.6948,76.9793
31.962,26.2133,88.4608,48.4266,58.735,28.0565,48,87.6715,42.5298
29.1618,59.5118,67.7352,38.8459,52.3216,20.203,52,55.9526,37.6054
28.1644,73.1291,51.1417,52.8166,44.7119,33.248,45,90.6889,54.9742
54.5241,95.1726,30.4366,64.3819,26.8997,21.2759,40,75.2694,24.5405
59.5016,34.5426,80.2246,25.0009,52.7878,20.8133,47,89.2869,29.5666
36.0552,40.0157,27.2132,99.9101,32.7759,21.5954,59,23.2547,73.1669
80.6062,20.4448,68.8248,49.5039,50.8839,22.1602,60,40.7516,62.7221
53.7417,66.8008,44.945,63.8091,73.674,20.069,37,70.4254,33.6271
26.9952,61.8321,22.7448,28.3903,53.672,31.339,58,80.2666,41.9121
26.436,91.1987,27.2617,78.7179,42.6755,21.7471,52,80.9607,20.7108
57.9317,96.9276,38.1171,41.0002,47.8707,22.1001,50,67.3807,31.1361
72.9433,57.3893,53.5436,68.0849,71.8157,23.5122,56,59.4102,20.0692
55.7632,52.4286,54.1883,27.6633,85.459,22.2616,48,92.6432,52.679
50.2981,96.9842,26.1308,35.9079,67.9776,22.2653,61,80.9168,22.7065
62.8088,29.2426,35.3868,30.3877,67.615,23.6876,56,79.5049,85.419
65.5481,27.2426,24.9854,91.8319,19.587,24.7763,33,65.917,46.654
77.9765,26.1441,27.0479,26.5577,57.1628,29.0552,52,21.5146,77.6708
77.7499,79.0466,38.8974,31.9364,71.3029,20.9464,44,41.7539,54.5909
51.6076,26.7473,98.4056,40.6285,77.2302,33.6864,53,75.5211,41.7182
83.2869,55.483,65.6768,43.7316,34.821,24.6692,39,59.875,44.4979
56.7455,38.4387,67.6741,61.4509,46.1282,28.1439,52,48.8972,37.1153
62.8258,63.315,28.816,80.0198,48.6123,26.3489,41,64.2165,57.6676
41.1339,87.2662,26.5751,67.437,50.3678,26.7459,44,33.8765,55.317
72.3497,23.1438,68.1495,55.0905,59.3019,27.0136,45,78.2297,61.2708
50.6082,28.142,99.5559,35.9743,53.0742,36.4729,53,40.9969,44.4553
67.453,70.6668,51.6553,40.8242,66.4988,22.2143,39,60.1626,50.7274
69.5815,35.7978,37.0273,47.8899,79.3035,24.7769,52,98.9425,89.9998
22.5836,22.9775,28.404,24.2606,40.2998,30.5545,38,28.844,59.8864
87.3755,45.8796,34.5295,36.854,84.1281,21.7296,46,98.9719,29.1015
65.695,22.2609,23.2281,39.5728,92.1771,25.601,48,84.3317,68.8931
23.4917,21.259,64.416,31.367,30.7783,32.2467,45,75.565,23.8969
42.5925,37.9712,65.6664,23.6512,48.8754,27.606,44,47.0669,29.6795
21.4279,59.6331,88.1025,30.2732,70.0639,20.2149,49,80.4189,29.0902
40.1644,79.3828,25.6909,85.8738,14.763,21.0583,74,31.0732,37.6718
34.8712,35.8255,41.7992,62.4401,69.1935,22.3181,50,83.4185,80.7612
32.0111,74.0197,86.7227,24.0165,75.9342,32.622,60,33.0435,41.2994
66.0634,46.9428,51.2364,28.1292,36.0019,23.7633,52,70.3403,64.3443
39.4716,54.7952,22.1106,27.1718,21.7955,23.0538,50,76.8509,43.088
31.2685,29.4017,68.1817,41.7478,20.1927,21.8413,57,84.5417,56.5586
53.2465,28.0354,54.8921,28.7244,47.8083,22.6933,53,25.0596,72.3433
57.1455,29.7311,86.8855,50.4832,6.13222,25.9926,55,79.1075,31.1406
34.8951,39.3789,36.4248,35.4265,49.8642,23.4481,50,96.547,29.6385
72.4171,47.9318,21.9818,55.4117,87.6083,21.4285,60,80.4474,26.8653
43.7417,70.0117,30.9908,49.6857,50.9,32.6793,45,32.5411,56.1337
81.7577,31.3568,29.2785,48.5164,62.1697,21.0901,56,73.0493,25.4941
72.4363,81.9524,40.9382,31.8164,54.7442,25.2393,54,85.4659,31.836
46.2595,70.9712,87.6848,55.9012,69.9888,40.4248,45,58.0465,24.1025
25.3478,22.9901,72.5002,44.098,25.3915,32.1886,38,21.9204,56.7713
60.9417,74.6118,21.9561,80.673,92.4029,21.482,43,64.6257,76.21
75.0808,20.2438,55.6697,53.6091,72.1143,26.6248,50,95.8678,73.8879
40.6079,30.5109,21.7093,34.3591,60.5555,34.1239,40,95.4867,67.964
65.2042,57.3586,32.2207,77.9509,65.7262,23.7241,51,59.2537,37.1595
51.7369,64.202,26.4224,40.8636,33.8806,22.913,46,77.2551,29.0123
48.4968,33.0391,35.2687,96.7978,89.4337,27.9996,54,61.9641,62.2965
61.5826,85.8943,28.5935,32.6031,80.3817,22.273,44,92.1095,68.2394
96.9468,20.8794,20.2283,27.3297,65.6852,28.0025,54,54.6999,39.7912
69.6955,49.3259,26.331,77.3851,28.8117,23.2091,65,51.9824,23.4711
41.101,99.4251,49.3073,42.3077,25.9197,23.7743,47,55.8035,29.1102
24.4358,56.5495,32.3579,26.7303,50.0838,33.6988,43,94.8512,45.4061
